,#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score,lifespan_x,lifespan_y,edgetype
284,Ttk,Aurka,2104584,2097382,10090.ENSMUSP00000064839,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.65,0.706,0.912,0.0,0.531,0.977,,,
285,Sos1,Cbl,2104984,2100642,10090.ENSMUSP00000067786,10090.ENSMUSP00000041902,0.0,0.0,0.0,0.0,0.07400000000000001,0.11,0.95,0.489,0.976,,,
286,Cdc27,Ccnb2,2108514,2099229,10090.ENSMUSP00000091452,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.09699999999999999,0.7390000000000001,0.8,0.562,0.976,,,
287,Kif2c,Cdk1,2104499,2094764,10090.ENSMUSP00000064261,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.622,0.109,0.9,0.371,0.976,,,
288,Bub3,Cdc16,2107328,2101759,10090.ENSMUSP00000081547,10090.ENSMUSP00000047950,0.0,0.0,0.0,0.0,0.165,0.5539999999999999,0.9,0.45399999999999996,0.976,,,
289,Ccnb1,Incenp,2105622,2096332,10090.ENSMUSP00000071989,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.73,0.0,0.9,0.21100000000000002,0.976,,,
290,Cenpa,Plk1,2112931,2098695,10090.ENSMUSP00000122831,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.5660000000000001,0.07200000000000001,0.9,0.46399999999999997,0.975,,,
291,Cdca8,Aurka,2107296,2097382,10090.ENSMUSP00000081319,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.8390000000000001,0.105,0.708,0.491,0.975,,,
292,Trp53,Ccna2,2111141,2097462,10090.ENSMUSP00000104298,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.067,0.10099999999999999,0.95,0.484,0.975,,,
293,Acly,Fasn,2110942,2102627,10090.ENSMUSP00000103012,10090.ENSMUSP00000052872,0.0,0.0,0.0,0.0,0.6679999999999999,0.064,0.8,0.655,0.975,,,
294,Mdm2,Cdk1,2094859,2094764,10090.ENSMUSP00000020408,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.052000000000000005,0.1,0.935,0.6,0.975,,,
295,Bub3,Incenp,2107328,2096332,10090.ENSMUSP00000081547,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.9,0.703,0.9740000000000001,,,
296,Bub3,Anapc1,2107328,2094204,10090.ENSMUSP00000081547,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.098,0.5539999999999999,0.9,0.447,0.9740000000000001,,,
297,Cdc16,Plk1,2101759,2098695,10090.ENSMUSP00000047950,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.139,0.461,0.9,0.48700000000000004,0.973,,,
298,Bub3,Cdk1,2107328,2094764,10090.ENSMUSP00000081547,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.298,0.08,0.9,0.633,0.973,,,
299,Irs1,Irs2,2104432,2100009,10090.ENSMUSP00000063795,10090.ENSMUSP00000038514,0.0,0.0,0.0,0.787,0.0,0.46299999999999997,0.941,0.9520000000000001,0.973,extened,extened,extened;extened
300,Kif2c,Ccnb2,2104499,2099229,10090.ENSMUSP00000064261,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.568,0.115,0.9,0.375,0.972,,,
301,Aurka,Aurkb,2097382,2095125,10090.ENSMUSP00000028997,10090.ENSMUSP00000021277,0.0,0.0,0.527,0.9670000000000001,0.727,0.047,0.9,0.7829999999999999,0.972,,,
302,Ube2c,Anapc1,2107801,2094204,10090.ENSMUSP00000085581,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.0,0.674,0.9,0.196,0.971,,,
303,Cenpa,Ccnb2,2112931,2099229,10090.ENSMUSP00000122831,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.561,0.115,0.9,0.355,0.971,,,
304,Acly,Pck1,2110942,2097389,10090.ENSMUSP00000103012,10090.ENSMUSP00000029017,0.0,0.0,0.0,0.0,0.067,0.0,0.925,0.62,0.971,,extened,
305,Irs1,Akt1,2104432,2093284,10090.ENSMUSP00000063795,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.051,0.109,0.218,0.961,0.97,extened,,
306,Mdm4,Chek2,2105341,2104828,10090.ENSMUSP00000070411,10090.ENSMUSP00000066679,0.0,0.0,0.0,0.0,0.05,0.111,0.9,0.6920000000000001,0.97,,,
307,Aurka,Ndc80,2097382,2096108,10090.ENSMUSP00000028997,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.75,0.395,0.39299999999999996,0.7070000000000001,0.9690000000000001,,,
308,Ccnb1,Aurka,2105622,2097382,10090.ENSMUSP00000071989,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.904,0.17,0.0,0.638,0.9690000000000001,,,
309,Rps6kb1,Eif4ebp1,2112781,2098910,10090.ENSMUSP00000119715,10090.ENSMUSP00000033880,0.0,0.0,0.0,0.0,0.0,0.316,0.218,0.9470000000000001,0.9690000000000001,extened,,
310,Chek1,Wrn,2099199,2098950,10090.ENSMUSP00000034625,10090.ENSMUSP00000033990,0.0,0.0,0.0,0.0,0.132,0.223,0.9,0.5820000000000001,0.968,,reduced,
311,Ccna2,Mdm2,2097462,2094859,10090.ENSMUSP00000029270,10090.ENSMUSP00000020408,0.0,0.0,0.0,0.0,0.078,0.062,0.95,0.349,0.968,,,
312,H2afx,Cdk2,2102373,2096601,10090.ENSMUSP00000051432,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.09699999999999999,0.17,0.9,0.619,0.9670000000000001,,,
313,Lmna,Cdk1,2097617,2094764,10090.ENSMUSP00000029699,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.14400000000000002,0.111,0.9,0.618,0.9670000000000001,reduced,,
314,Ttk,Cdc20,2104584,2093817,10090.ENSMUSP00000064839,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.843,0.564,0.0,0.562,0.9670000000000001,,,
315,Bub3,Plk1,2107328,2098695,10090.ENSMUSP00000081547,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.255,0.0,0.9,0.579,0.966,,,
316,Insr,Cbl,2108203,2100642,10090.ENSMUSP00000088837,10090.ENSMUSP00000041902,0.0,0.0,0.0,0.0,0.049,0.11,0.883,0.703,0.966,extened,,
317,Anapc10,Ccna2,2101817,2097462,10090.ENSMUSP00000048244,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.157,0.507,0.9,0.295,0.966,,,
318,Trp53,Mre11a,2111141,2099107,10090.ENSMUSP00000104298,10090.ENSMUSP00000034405,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.674,0.966,,,
319,Rps6kb1,Rictor,2112781,2102432,10090.ENSMUSP00000119715,10090.ENSMUSP00000051809,0.0,0.0,0.0,0.0,0.11199999999999999,0.585,0.27,0.8909999999999999,0.966,extened,,
320,Mdm2,Pten,2094859,2094170,10090.ENSMUSP00000020408,10090.ENSMUSP00000013807,0.0,0.0,0.0,0.0,0.052000000000000005,0.0,0.9,0.672,0.966,,,
321,Chek1,Cdk2,2099199,2096601,10090.ENSMUSP00000034625,10090.ENSMUSP00000026416,0.0,0.0,0.389,0.6990000000000001,0.29,0.316,0.9,0.902,0.965,,,
322,Mtor,Pten,2110226,2094170,10090.ENSMUSP00000099510,10090.ENSMUSP00000013807,0.0,0.0,0.0,0.0,0.073,0.396,0.131,0.937,0.965,,,
323,Bub3,Kif2c,2107328,2104499,10090.ENSMUSP00000081547,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.115,0.313,0.9,0.501,0.965,,,
324,Grb2,Igf1r,2095072,2093723,10090.ENSMUSP00000021090,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.051,0.18100000000000002,0.9009999999999999,0.588,0.9640000000000001,,extened,
325,Shc1,Igf1r,2108594,2093723,10090.ENSMUSP00000091940,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.076,0.191,0.9009999999999999,0.578,0.9640000000000001,extened,extened,extened;extened
326,Wrn,Rad17,2098950,2095404,10090.ENSMUSP00000033990,10090.ENSMUSP00000022136,0.0,0.0,0.0,0.0,0.126,0.218,0.9,0.536,0.9640000000000001,reduced,,
327,Cenpa,Bub1,2112931,2097328,10090.ENSMUSP00000122831,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.5720000000000001,0.07400000000000001,0.72,0.706,0.963,,,
328,Cdc27,Ube2c,2108514,2107801,10090.ENSMUSP00000091452,10090.ENSMUSP00000085581,0.0,0.0,0.0,0.0,0.10099999999999999,0.0,0.9,0.629,0.963,,,
329,Cdk2,Cdk1,2096601,2094764,10090.ENSMUSP00000026416,10090.ENSMUSP00000020099,0.0,0.0,0.526,0.97,0.384,0.41600000000000004,0.9009999999999999,0.8370000000000001,0.963,,,
330,Mre11a,Cdk2,2099107,2096601,10090.ENSMUSP00000034405,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.11599999999999999,0.157,0.9,0.555,0.9620000000000001,,,
331,Cdkn1a,Cdk1,2095964,2094764,10090.ENSMUSP00000023829,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.0,0.622,0.528,0.807,0.9620000000000001,,,
332,Cenpa,Bub3,2112931,2107328,10090.ENSMUSP00000122831,10090.ENSMUSP00000081547,0.0,0.0,0.0,0.0,0.115,0.10800000000000001,0.9,0.5720000000000001,0.961,,,
333,Trp53,Egfr,2111141,2094834,10090.ENSMUSP00000104298,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.0,0.099,0.528,0.917,0.961,,,
334,Mtor,Irs2,2110226,2100009,10090.ENSMUSP00000099510,10090.ENSMUSP00000038514,0.0,0.0,0.0,0.0,0.051,0.212,0.873,0.639,0.961,,extened,
335,Ep300,Crebbp,2104849,2095752,10090.ENSMUSP00000066789,10090.ENSMUSP00000023165,0.0,0.0,0.0,0.953,0.14400000000000002,0.113,0.95,0.693,0.96,,,
336,Mad1l1,Ndc80,2098220,2096108,10090.ENSMUSP00000031534,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.15,0.16699999999999998,0.9,0.509,0.96,,,
337,Kif2c,Aurka,2104499,2097382,10090.ENSMUSP00000064261,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.7290000000000001,0.115,0.361,0.773,0.96,,,
338,Bub1,Incenp,2097328,2096332,10090.ENSMUSP00000028858,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.563,0.0,0.528,0.823,0.96,,,
339,Cenpe,Cdc20,2103478,2093817,10090.ENSMUSP00000057938,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.8109999999999999,0.17,0.0,0.768,0.96,,,
340,Bub3,Birc5,2107328,2106931,10090.ENSMUSP00000081547,10090.ENSMUSP00000079124,0.0,0.0,0.0,0.0,0.142,0.0,0.9,0.568,0.9590000000000001,,,
341,Ccnb2,Incenp,2099229,2096332,10090.ENSMUSP00000034742,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.556,0.0,0.9,0.158,0.9590000000000001,,,
342,Trp53,Wrn,2111141,2098950,10090.ENSMUSP00000104298,10090.ENSMUSP00000033990,0.0,0.0,0.0,0.0,0.0,0.162,0.9,0.556,0.9590000000000001,,reduced,
343,Cdc16,Ccna2,2101759,2097462,10090.ENSMUSP00000047950,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.195,0.185,0.9,0.46,0.9590000000000001,,,
344,Ccnb1,Cdc16,2105622,2101759,10090.ENSMUSP00000071989,10090.ENSMUSP00000047950,0.0,0.0,0.0,0.0,0.113,0.322,0.9,0.37799999999999995,0.9570000000000001,,,
345,Birc5,Bub1,2106931,2097328,10090.ENSMUSP00000079124,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.785,0.0,0.528,0.613,0.9570000000000001,,,
346,Cdc27,Aurkb,2108514,2095125,10090.ENSMUSP00000091452,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.13699999999999998,0.111,0.9,0.503,0.956,,,
347,Cdc27,Aurka,2108514,2097382,10090.ENSMUSP00000091452,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.145,0.105,0.9,0.503,0.956,,,
348,Fasn,Mcat,2102627,2102400,10090.ENSMUSP00000052872,10090.ENSMUSP00000051569,0.084,0.0,0.0,0.0,0.0,0.0,0.943,0.21,0.955,,extened,
349,Cdc27,Ccna2,2108514,2097462,10090.ENSMUSP00000091452,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.08800000000000001,0.243,0.9,0.43200000000000005,0.955,,,
350,Bub3,Cdca8,2107328,2107296,10090.ENSMUSP00000081547,10090.ENSMUSP00000081319,0.0,0.0,0.0,0.0,0.129,0.0,0.9,0.529,0.955,,,
351,Irs2,Akt1,2100009,2093284,10090.ENSMUSP00000038514,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.051,0.099,0.218,0.94,0.9540000000000001,extened,,
352,Cenpa,Cenpe,2112931,2103478,10090.ENSMUSP00000122831,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.498,0.11,0.72,0.679,0.9540000000000001,,,
353,Fasn,Oxsm,2102627,2095461,10090.ENSMUSP00000052872,10090.ENSMUSP00000022311,0.046,0.002,0.0,0.659,0.0,0.0,0.946,0.46399999999999997,0.9540000000000001,,,
354,Mad1l1,Aurka,2098220,2097382,10090.ENSMUSP00000031534,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.078,0.9109999999999999,0.0,0.466,0.9520000000000001,,,
355,Mdm2,Igf1r,2094859,2093723,10090.ENSMUSP00000020408,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.052000000000000005,0.564,0.825,0.423,0.9520000000000001,,extened,
356,Ccna2,Bub1,2097462,2097328,10090.ENSMUSP00000029270,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.8859999999999999,0.1,0.252,0.431,0.95,,,
357,Rps6kb1,Tsc2,2112781,2109084,10090.ENSMUSP00000119715,10090.ENSMUSP00000094986,0.0,0.0,0.0,0.0,0.053,0.589,0.34700000000000003,0.8270000000000001,0.95,extened,,
358,Insr,Acaca,2108203,2094986,10090.ENSMUSP00000088837,10090.ENSMUSP00000020843,0.0,0.0,0.0,0.0,0.086,0.7609999999999999,0.0,0.7879999999999999,0.9490000000000001,extened,,
359,Mad2l1,Anapc1,2110075,2094204,10090.ENSMUSP00000098897,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.076,0.397,0.9,0.18899999999999997,0.948,,,
360,Wrn,Top3b,2098950,2095839,10090.ENSMUSP00000033990,10090.ENSMUSP00000023465,0.0,0.0,0.0,0.0,0.114,0.7440000000000001,0.358,0.6859999999999999,0.948,reduced,reduced,reduced;reduced
361,Ube2c,Bub3,2107801,2107328,10090.ENSMUSP00000085581,10090.ENSMUSP00000081547,0.0,0.0,0.0,0.0,0.284,0.0,0.9,0.327,0.9470000000000001,,,
362,Cdca8,Bub1,2107296,2097328,10090.ENSMUSP00000081319,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.755,0.0,0.528,0.5820000000000001,0.9470000000000001,,,
363,Igf1,Egfr,2103282,2094834,10090.ENSMUSP00000056668,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.076,0.0,0.8,0.732,0.946,extened,,
364,Sos1,Irs2,2104984,2100009,10090.ENSMUSP00000067786,10090.ENSMUSP00000038514,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.9329999999999999,0.20600000000000002,0.945,,extened,
365,Rps6kb1,Akt1,2112781,2093284,10090.ENSMUSP00000119715,10090.ENSMUSP00000001780,0.0,0.0,0.37200000000000005,0.872,0.109,0.322,0.9009999999999999,0.9329999999999999,0.945,extened,,
366,Cenpa,H2afx,2112931,2102373,10090.ENSMUSP00000122831,10090.ENSMUSP00000051432,0.0,0.0,0.0,0.0,0.743,0.41,0.0,0.664,0.9440000000000001,,,
367,Cenpe,Aurkb,2103478,2095125,10090.ENSMUSP00000057938,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.7,0.115,0.147,0.778,0.943,,,
368,Bub3,Ccnb1,2107328,2105622,10090.ENSMUSP00000081547,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.14300000000000002,0.073,0.9,0.36700000000000005,0.943,,,
369,Ccnb1,Mad1l1,2105622,2098220,10090.ENSMUSP00000071989,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.055,0.0,0.9,0.445,0.943,,,
370,Ttk,Cdk1,2104584,2094764,10090.ENSMUSP00000064839,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.684,0.741,0.7490000000000001,0.0,0.48700000000000004,0.9420000000000001,,,
371,Ccnb1,Cenpe,2105622,2103478,10090.ENSMUSP00000071989,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.7020000000000001,0.115,0.72,0.312,0.9420000000000001,,,
372,Mtor,Egfr,2110226,2094834,10090.ENSMUSP00000099510,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.052000000000000005,0.07400000000000001,0.528,0.873,0.941,,,
373,H2afx,Crebbp,2102373,2095752,10090.ENSMUSP00000051432,10090.ENSMUSP00000023165,0.0,0.0,0.0,0.0,0.049,0.192,0.9,0.322,0.94,,,
374,Bub3,Ccnb2,2107328,2099229,10090.ENSMUSP00000081547,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.185,0.073,0.9,0.304,0.94,,,
375,Trp53,Rad17,2111141,2095404,10090.ENSMUSP00000104298,10090.ENSMUSP00000022136,0.0,0.0,0.0,0.0,0.051,0.042,0.9,0.424,0.94,,,
376,Mad1l1,Cdk1,2098220,2094764,10090.ENSMUSP00000031534,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.077,0.062,0.9,0.391,0.94,,,
377,Mad2l1,Cenpe,2110075,2103478,10090.ENSMUSP00000098897,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.713,0.46799999999999997,0.0,0.634,0.9390000000000001,,,
378,Atm,Ccna2,2112380,2097462,10090.ENSMUSP00000113388,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.052000000000000005,0.047,0.9,0.385,0.937,reduced,,
379,Ccnb1,Anapc1,2105622,2094204,10090.ENSMUSP00000071989,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.9,0.397,0.937,,,
380,Ccnb2,Aurka,2099229,2097382,10090.ENSMUSP00000034742,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.818,0.17,0.0,0.614,0.9359999999999999,,,
381,Ccnb2,Mad1l1,2099229,2098220,10090.ENSMUSP00000034742,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.09,0.0,0.9,0.35700000000000004,0.9359999999999999,,,
382,Ube2c,Cdk2,2107801,2096601,10090.ENSMUSP00000085581,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,0.9,0.237,0.935,,,
383,Bub3,Cenpe,2107328,2103478,10090.ENSMUSP00000081547,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.121,0.5660000000000001,0.0,0.8420000000000001,0.934,,,
384,Irs1,Igf1,2104432,2103282,10090.ENSMUSP00000063795,10090.ENSMUSP00000056668,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.888,0.934,extened,extened,extened;extened
385,Chek2,Chek1,2104828,2099199,10090.ENSMUSP00000066679,10090.ENSMUSP00000034625,0.0,0.0,0.27899999999999997,0.6990000000000001,0.257,0.371,0.8,0.9890000000000001,0.934,,,
386,Cdca8,Cenpe,2107296,2103478,10090.ENSMUSP00000081319,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.816,0.047,0.19699999999999998,0.589,0.934,,,
387,Cdc16,Aurkb,2101759,2095125,10090.ENSMUSP00000047950,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.9,0.28300000000000003,0.9329999999999999,,,
388,Ep300,H2afx,2104849,2102373,10090.ENSMUSP00000066789,10090.ENSMUSP00000051432,0.0,0.0,0.0,0.0,0.049,0.192,0.9,0.24,0.9329999999999999,,,
389,Mre11a,Ccna2,2099107,2097462,10090.ENSMUSP00000034405,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.193,0.047,0.9,0.221,0.932,,,
390,Bub3,Ccna2,2107328,2097462,10090.ENSMUSP00000081547,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.142,0.069,0.9,0.256,0.932,,,
391,Mdm4,Pten,2105341,2094170,10090.ENSMUSP00000070411,10090.ENSMUSP00000013807,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.9,0.332,0.9309999999999999,,,
392,Cenpe,Incenp,2103478,2096332,10090.ENSMUSP00000057938,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.48200000000000004,0.0,0.19699999999999998,0.847,0.9309999999999999,,,
393,Lcp2,Sos1,2113352,2104984,10090.ENSMUSP00000126796,10090.ENSMUSP00000067786,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.9,0.322,0.93,,,
394,Trp53,Mtor,2111141,2110226,10090.ENSMUSP00000104298,10090.ENSMUSP00000099510,0.0,0.0,0.0,0.0,0.0,0.111,0.358,0.887,0.93,,,
395,Bub3,Anapc10,2107328,2101817,10090.ENSMUSP00000081547,10090.ENSMUSP00000048244,0.0,0.0,0.0,0.0,0.092,0.042,0.9,0.282,0.929,,,
396,Igf1,Akt1,2103282,2093284,10090.ENSMUSP00000056668,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.905,0.9279999999999999,extened,,
397,Bub1,Cdk2,2097328,2096601,10090.ENSMUSP00000028858,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.32,0.634,0.384,0.586,0.9279999999999999,,,
398,Aurkb,Anapc1,2095125,2094204,10090.ENSMUSP00000021277,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.08900000000000001,0.1,0.9,0.228,0.9279999999999999,,,
399,Cdc16,Aurka,2101759,2097382,10090.ENSMUSP00000047950,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.102,0.0,0.9,0.271,0.9279999999999999,,,
400,Anapc10,Aurka,2101817,2097382,10090.ENSMUSP00000048244,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.17,0.115,0.9,0.132,0.927,,,
401,Ccnb1,Ttk,2105622,2104584,10090.ENSMUSP00000071989,10090.ENSMUSP00000064839,0.0,0.0,0.0,0.0,0.831,0.424,0.0,0.317,0.927,,,
402,Plk1,Anapc1,2098695,2094204,10090.ENSMUSP00000033154,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.064,0.073,0.9,0.256,0.9259999999999999,,,
403,Grb2,Fgf23,2095072,2093067,10090.ENSMUSP00000021090,10090.ENSMUSP00000000186,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.917,0.146,0.9259999999999999,,,
404,Mdm2,Egfr,2094859,2094834,10090.ENSMUSP00000020408,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.0,0.099,0.8,0.62,0.925,,,
405,Anapc10,Plk1,2101817,2098695,10090.ENSMUSP00000048244,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.23,0.0,0.9,0.114,0.925,,,
406,Shc1,Irs1,2108594,2104432,10090.ENSMUSP00000091940,10090.ENSMUSP00000063795,0.0,0.0,0.0,0.0,0.0,0.109,0.44,0.8590000000000001,0.9229999999999999,extened,extened,extened;extened
407,Ccna2,Aurkb,2097462,2095125,10090.ENSMUSP00000029270,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.8540000000000001,0.115,0.0,0.452,0.9229999999999999,,,
408,Irs1,Egfr,2104432,2094834,10090.ENSMUSP00000063795,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.8,0.623,0.922,extened,,
409,Cdc27,Cdkn1a,2108514,2095964,10090.ENSMUSP00000091452,10090.ENSMUSP00000023829,0.0,0.0,0.0,0.0,0.049,0.10800000000000001,0.9,0.18,0.9209999999999999,,,
410,Trp53,Cdk1,2111141,2094764,10090.ENSMUSP00000104298,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.05,0.111,0.384,0.866,0.9209999999999999,,,
411,Anapc10,Aurkb,2101817,2095125,10090.ENSMUSP00000048244,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.099,0.115,0.9,0.124,0.92,,,
412,Mad1l1,Incenp,2098220,2096332,10090.ENSMUSP00000031534,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.139,0.0,0.9,0.153,0.92,,,
413,Ccnb2,Bub1,2099229,2097328,10090.ENSMUSP00000034742,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.723,0.10099999999999999,0.428,0.503,0.92,,,
414,Cbl,Igf1r,2100642,2093723,10090.ENSMUSP00000041902,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.049,0.11,0.883,0.285,0.919,,extened,
415,Ccnb1,Lmna,2105622,2097617,10090.ENSMUSP00000071989,10090.ENSMUSP00000029699,0.0,0.0,0.0,0.0,0.175,0.0,0.9,0.105,0.919,,reduced,
416,Cdc16,Ccnb2,2101759,2099229,10090.ENSMUSP00000047950,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.113,0.322,0.8,0.39899999999999997,0.9179999999999999,,,
417,Aurka,Anapc1,2097382,2094204,10090.ENSMUSP00000028997,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.055,0.1,0.9,0.153,0.9179999999999999,,,
418,Plk1,Mad1l1,2098695,2098220,10090.ENSMUSP00000033154,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.115,0.062,0.9,0.13,0.9179999999999999,,,
419,Kif2c,Mad1l1,2104499,2098220,10090.ENSMUSP00000064261,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.10099999999999999,0.115,0.9,0.09,0.917,,,
420,Birc5,Mad1l1,2106931,2098220,10090.ENSMUSP00000079124,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.08900000000000001,0.0,0.9,0.158,0.9159999999999999,,,
421,Shc1,Cbl,2108594,2100642,10090.ENSMUSP00000091940,10090.ENSMUSP00000041902,0.0,0.0,0.0,0.0,0.0,0.496,0.528,0.674,0.9159999999999999,extened,,
422,Insr,Acacb,2108203,2098236,10090.ENSMUSP00000088837,10090.ENSMUSP00000031583,0.0,0.0,0.0,0.0,0.11800000000000001,0.7609999999999999,0.0,0.632,0.915,extened,,
423,Ube2c,Cdkn1a,2107801,2095964,10090.ENSMUSP00000085581,10090.ENSMUSP00000023829,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.17800000000000002,0.914,,,
424,Cenpa,Mad1l1,2112931,2098220,10090.ENSMUSP00000122831,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.075,0.07400000000000001,0.9,0.106,0.9129999999999999,,,
425,Ccna2,Anapc1,2097462,2094204,10090.ENSMUSP00000029270,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.053,0.0,0.9,0.146,0.912,,,
426,Tsc2,Rictor,2109084,2102432,10090.ENSMUSP00000094986,10090.ENSMUSP00000051809,0.0,0.0,0.0,0.0,0.099,0.0,0.528,0.81,0.912,,,
