#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Insr	Acaca	2108203	2094986	10090.ENSMUSP00000088837	10090.ENSMUSP00000020843	0	0	0	0	0.086	0.761	0	0.788	0.949
Mad2l1	Anapc1	2110075	2094204	10090.ENSMUSP00000098897	10090.ENSMUSP00000014499	0	0	0	0	0.076	0.397	0.9	0.189	0.948
Wrn	Top3b	2098950	2095839	10090.ENSMUSP00000033990	10090.ENSMUSP00000023465	0	0	0	0	0.114	0.744	0.358	0.686	0.948
Ube2c	Bub3	2107801	2107328	10090.ENSMUSP00000085581	10090.ENSMUSP00000081547	0	0	0	0	0.284	0	0.9	0.327	0.947
Cdca8	Bub1	2107296	2097328	10090.ENSMUSP00000081319	10090.ENSMUSP00000028858	0	0	0	0	0.755	0	0.528	0.582	0.947
Igf1	Egfr	2103282	2094834	10090.ENSMUSP00000056668	10090.ENSMUSP00000020329	0	0	0	0	0.076	0	0.8	0.732	0.946
Sos1	Irs2	2104984	2100009	10090.ENSMUSP00000067786	10090.ENSMUSP00000038514	0	0	0	0	0.054	0	0.933	0.206	0.945
Rps6kb1	Akt1	2112781	2093284	10090.ENSMUSP00000119715	10090.ENSMUSP00000001780	0	0	0.372	0.872	0.109	0.322	0.901	0.933	0.945
Cenpa	H2afx	2112931	2102373	10090.ENSMUSP00000122831	10090.ENSMUSP00000051432	0	0	0	0	0.743	0.41	0	0.664	0.944
Cenpe	Aurkb	2103478	2095125	10090.ENSMUSP00000057938	10090.ENSMUSP00000021277	0	0	0	0	0.7	0.115	0.147	0.778	0.943
Bub3	Ccnb1	2107328	2105622	10090.ENSMUSP00000081547	10090.ENSMUSP00000071989	0	0	0	0	0.143	0.073	0.9	0.367	0.943
Ccnb1	Mad1l1	2105622	2098220	10090.ENSMUSP00000071989	10090.ENSMUSP00000031534	0	0	0	0	0.055	0	0.9	0.445	0.943
Ttk	Cdk1	2104584	2094764	10090.ENSMUSP00000064839	10090.ENSMUSP00000020099	0	0	0	0.684	0.741	0.749	0	0.487	0.942
Ccnb1	Cenpe	2105622	2103478	10090.ENSMUSP00000071989	10090.ENSMUSP00000057938	0	0	0	0	0.702	0.115	0.72	0.312	0.942
Mtor	Egfr	2110226	2094834	10090.ENSMUSP00000099510	10090.ENSMUSP00000020329	0	0	0	0	0.052	0.074	0.528	0.873	0.941
H2afx	Crebbp	2102373	2095752	10090.ENSMUSP00000051432	10090.ENSMUSP00000023165	0	0	0	0	0.049	0.192	0.9	0.322	0.94
Bub3	Ccnb2	2107328	2099229	10090.ENSMUSP00000081547	10090.ENSMUSP00000034742	0	0	0	0	0.185	0.073	0.9	0.304	0.94
Trp53	Rad17	2111141	2095404	10090.ENSMUSP00000104298	10090.ENSMUSP00000022136	0	0	0	0	0.051	0.042	0.9	0.424	0.94
Mad1l1	Cdk1	2098220	2094764	10090.ENSMUSP00000031534	10090.ENSMUSP00000020099	0	0	0	0	0.077	0.062	0.9	0.391	0.94
Mad2l1	Cenpe	2110075	2103478	10090.ENSMUSP00000098897	10090.ENSMUSP00000057938	0	0	0	0	0.713	0.468	0	0.634	0.939
Atm	Ccna2	2112380	2097462	10090.ENSMUSP00000113388	10090.ENSMUSP00000029270	0	0	0	0	0.052	0.047	0.9	0.385	0.937
Ccnb1	Anapc1	2105622	2094204	10090.ENSMUSP00000071989	10090.ENSMUSP00000014499	0	0	0	0	0.054	0	0.9	0.397	0.937
Ccnb2	Aurka	2099229	2097382	10090.ENSMUSP00000034742	10090.ENSMUSP00000028997	0	0	0	0	0.818	0.17	0	0.614	0.936
Ccnb2	Mad1l1	2099229	2098220	10090.ENSMUSP00000034742	10090.ENSMUSP00000031534	0	0	0	0	0.09	0	0.9	0.357	0.936
Ube2c	Cdk2	2107801	2096601	10090.ENSMUSP00000085581	10090.ENSMUSP00000026416	0	0	0	0	0.224	0	0.9	0.237	0.935
Bub3	Cenpe	2107328	2103478	10090.ENSMUSP00000081547	10090.ENSMUSP00000057938	0	0	0	0	0.121	0.566	0	0.842	0.934
Irs1	Igf1	2104432	2103282	10090.ENSMUSP00000063795	10090.ENSMUSP00000056668	0	0	0	0	0	0	0.44	0.888	0.934
Chek2	Chek1	2104828	2099199	10090.ENSMUSP00000066679	10090.ENSMUSP00000034625	0	0	0.279	0.699	0.257	0.371	0.8	0.989	0.934
Cdca8	Cenpe	2107296	2103478	10090.ENSMUSP00000081319	10090.ENSMUSP00000057938	0	0	0	0	0.816	0.047	0.197	0.589	0.934
Cdc16	Aurkb	2101759	2095125	10090.ENSMUSP00000047950	10090.ENSMUSP00000021277	0	0	0	0	0.144	0	0.9	0.283	0.933
Ep300	H2afx	2104849	2102373	10090.ENSMUSP00000066789	10090.ENSMUSP00000051432	0	0	0	0	0.049	0.192	0.9	0.24	0.933
Mre11a	Ccna2	2099107	2097462	10090.ENSMUSP00000034405	10090.ENSMUSP00000029270	0	0	0	0	0.193	0.047	0.9	0.221	0.932
Bub3	Ccna2	2107328	2097462	10090.ENSMUSP00000081547	10090.ENSMUSP00000029270	0	0	0	0	0.142	0.069	0.9	0.256	0.932
Mdm4	Pten	2105341	2094170	10090.ENSMUSP00000070411	10090.ENSMUSP00000013807	0	0	0	0	0.054	0	0.9	0.332	0.931
Cenpe	Incenp	2103478	2096332	10090.ENSMUSP00000057938	10090.ENSMUSP00000025562	0	0	0	0	0.482	0	0.197	0.847	0.931
Lcp2	Sos1	2113352	2104984	10090.ENSMUSP00000126796	10090.ENSMUSP00000067786	0	0	0	0	0.054	0	0.9	0.322	0.93
Trp53	Mtor	2111141	2110226	10090.ENSMUSP00000104298	10090.ENSMUSP00000099510	0	0	0	0	0	0.111	0.358	0.887	0.93
Bub3	Anapc10	2107328	2101817	10090.ENSMUSP00000081547	10090.ENSMUSP00000048244	0	0	0	0	0.092	0.042	0.9	0.282	0.929
Igf1	Akt1	2103282	2093284	10090.ENSMUSP00000056668	10090.ENSMUSP00000001780	0	0	0	0	0	0	0.27	0.905	0.928
Bub1	Cdk2	2097328	2096601	10090.ENSMUSP00000028858	10090.ENSMUSP00000026416	0	0	0	0	0.32	0.634	0.384	0.586	0.928
Aurkb	Anapc1	2095125	2094204	10090.ENSMUSP00000021277	10090.ENSMUSP00000014499	0	0	0	0	0.089	0.1	0.9	0.228	0.928
Cdc16	Aurka	2101759	2097382	10090.ENSMUSP00000047950	10090.ENSMUSP00000028997	0	0	0	0	0.102	0	0.9	0.271	0.928
Anapc10	Aurka	2101817	2097382	10090.ENSMUSP00000048244	10090.ENSMUSP00000028997	0	0	0	0	0.17	0.115	0.9	0.132	0.927
Ccnb1	Ttk	2105622	2104584	10090.ENSMUSP00000071989	10090.ENSMUSP00000064839	0	0	0	0	0.831	0.424	0	0.317	0.927
Plk1	Anapc1	2098695	2094204	10090.ENSMUSP00000033154	10090.ENSMUSP00000014499	0	0	0	0	0.064	0.073	0.9	0.256	0.926
Grb2	Fgf23	2095072	2093067	10090.ENSMUSP00000021090	10090.ENSMUSP00000000186	0	0	0	0	0	0.044	0.917	0.146	0.926
Mdm2	Egfr	2094859	2094834	10090.ENSMUSP00000020408	10090.ENSMUSP00000020329	0	0	0	0	0	0.099	0.8	0.62	0.925
Anapc10	Plk1	2101817	2098695	10090.ENSMUSP00000048244	10090.ENSMUSP00000033154	0	0	0	0	0.23	0	0.9	0.114	0.925
Shc1	Irs1	2108594	2104432	10090.ENSMUSP00000091940	10090.ENSMUSP00000063795	0	0	0	0	0	0.109	0.44	0.859	0.923
Ccna2	Aurkb	2097462	2095125	10090.ENSMUSP00000029270	10090.ENSMUSP00000021277	0	0	0	0	0.854	0.115	0	0.452	0.923
Irs1	Egfr	2104432	2094834	10090.ENSMUSP00000063795	10090.ENSMUSP00000020329	0	0	0	0	0	0.059	0.8	0.623	0.922
Cdc27	Cdkn1a	2108514	2095964	10090.ENSMUSP00000091452	10090.ENSMUSP00000023829	0	0	0	0	0.049	0.108	0.9	0.18	0.921
Trp53	Cdk1	2111141	2094764	10090.ENSMUSP00000104298	10090.ENSMUSP00000020099	0	0	0	0	0.05	0.111	0.384	0.866	0.921
Anapc10	Aurkb	2101817	2095125	10090.ENSMUSP00000048244	10090.ENSMUSP00000021277	0	0	0	0	0.099	0.115	0.9	0.124	0.92
Mad1l1	Incenp	2098220	2096332	10090.ENSMUSP00000031534	10090.ENSMUSP00000025562	0	0	0	0	0.139	0	0.9	0.153	0.92
Ccnb2	Bub1	2099229	2097328	10090.ENSMUSP00000034742	10090.ENSMUSP00000028858	0	0	0	0	0.723	0.101	0.428	0.503	0.92
Cbl	Igf1r	2100642	2093723	10090.ENSMUSP00000041902	10090.ENSMUSP00000005671	0	0	0	0	0.049	0.11	0.883	0.285	0.919
Ccnb1	Lmna	2105622	2097617	10090.ENSMUSP00000071989	10090.ENSMUSP00000029699	0	0	0	0	0.175	0	0.9	0.105	0.919
Cdc16	Ccnb2	2101759	2099229	10090.ENSMUSP00000047950	10090.ENSMUSP00000034742	0	0	0	0	0.113	0.322	0.8	0.399	0.918
Aurka	Anapc1	2097382	2094204	10090.ENSMUSP00000028997	10090.ENSMUSP00000014499	0	0	0	0	0.055	0.1	0.9	0.153	0.918
Plk1	Mad1l1	2098695	2098220	10090.ENSMUSP00000033154	10090.ENSMUSP00000031534	0	0	0	0	0.115	0.062	0.9	0.13	0.918
Kif2c	Mad1l1	2104499	2098220	10090.ENSMUSP00000064261	10090.ENSMUSP00000031534	0	0	0	0	0.101	0.115	0.9	0.09	0.917
Birc5	Mad1l1	2106931	2098220	10090.ENSMUSP00000079124	10090.ENSMUSP00000031534	0	0	0	0	0.089	0	0.9	0.158	0.916
Shc1	Cbl	2108594	2100642	10090.ENSMUSP00000091940	10090.ENSMUSP00000041902	0	0	0	0	0	0.496	0.528	0.674	0.916
Insr	Acacb	2108203	2098236	10090.ENSMUSP00000088837	10090.ENSMUSP00000031583	0	0	0	0	0.118	0.761	0	0.632	0.915
Ube2c	Cdkn1a	2107801	2095964	10090.ENSMUSP00000085581	10090.ENSMUSP00000023829	0	0	0	0	0	0	0.9	0.178	0.914
Cenpa	Mad1l1	2112931	2098220	10090.ENSMUSP00000122831	10090.ENSMUSP00000031534	0	0	0	0	0.075	0.074	0.9	0.106	0.913
Ccna2	Anapc1	2097462	2094204	10090.ENSMUSP00000029270	10090.ENSMUSP00000014499	0	0	0	0	0.053	0	0.9	0.146	0.912
Tsc2	Rictor	2109084	2102432	10090.ENSMUSP00000094986	10090.ENSMUSP00000051809	0	0	0	0	0.099	0	0.528	0.81	0.912
Cenpe	Cdk1	2103478	2094764	10090.ENSMUSP00000057938	10090.ENSMUSP00000020099	0	0	0	0	0.758	0.11	0	0.618	0.91
Birc5	Ccna2	2106931	2097462	10090.ENSMUSP00000079124	10090.ENSMUSP00000029270	0	0	0	0	0.855	0.112	0	0.358	0.91
Cdca8	Mad1l1	2107296	2098220	10090.ENSMUSP00000081319	10090.ENSMUSP00000031534	0	0	0	0	0.085	0	0.9	0.097	0.91
Bub1b	Crebbp	2099749	2095752	10090.ENSMUSP00000037126	10090.ENSMUSP00000023165	0	0	0	0	0.05	0.098	0.9	0.08	0.91
Rps6	Mtor	2110399	2110226	10090.ENSMUSP00000099878	10090.ENSMUSP00000099510	0	0	0	0	0.095	0.308	0	0.865	0.909
Cenpe	Crebbp	2103478	2095752	10090.ENSMUSP00000057938	10090.ENSMUSP00000023165	0	0	0	0	0.09	0.067	0.9	0.064	0.909
Igf1	Irs2	2103282	2100009	10090.ENSMUSP00000056668	10090.ENSMUSP00000038514	0	0	0	0	0	0	0.528	0.816	0.909
Cenpe	Ccna2	2103478	2097462	10090.ENSMUSP00000057938	10090.ENSMUSP00000029270	0	0	0	0	0.834	0.115	0	0.425	0.908
Cdc16	Cdkn1a	2101759	2095964	10090.ENSMUSP00000047950	10090.ENSMUSP00000023829	0	0	0	0	0	0	0.9	0.111	0.907
Ccna2	Aurka	2097462	2097382	10090.ENSMUSP00000029270	10090.ENSMUSP00000028997	0	0	0	0	0.836	0.115	0	0.412	0.907
Trp53	Birc5	2111141	2106931	10090.ENSMUSP00000104298	10090.ENSMUSP00000079124	0	0	0	0	0.052	0.095	0	0.9	0.907
Egfr	Pten	2094834	2094170	10090.ENSMUSP00000020329	10090.ENSMUSP00000013807	0	0	0	0	0	0.057	0	0.903	0.905
Bcl2	Cdk2	2111690	2096601	10090.ENSMUSP00000108371	10090.ENSMUSP00000026416	0	0	0	0	0	0.519	0	0.811	0.905
Birc5	Cenpe	2106931	2103478	10090.ENSMUSP00000079124	10090.ENSMUSP00000057938	0	0	0	0	0.689	0	0.129	0.679	0.905
Sos1	Fgf23	2104984	2093067	10090.ENSMUSP00000067786	10090.ENSMUSP00000000186	0	0	0	0	0	0.043	0.9	0.083	0.904
Mapkap1	Rptor	2111755	2096691	10090.ENSMUSP00000108751	10090.ENSMUSP00000026671	0	0	0	0	0.068	0.32	0	0.861	0.904
Mtor	Pparg	2110226	2093113	10090.ENSMUSP00000099510	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0.815	0.486	0.903
Cbl	Fgf23	2100642	2093067	10090.ENSMUSP00000041902	10090.ENSMUSP00000000186	0	0	0	0	0	0.043	0.9	0.071	0.903
Cdc27	Cebpb	2108514	2105262	10090.ENSMUSP00000091452	10090.ENSMUSP00000069850	0	0	0	0	0.054	0	0.9	0.064	0.903
Kif2c	Bub1	2104499	2097328	10090.ENSMUSP00000064261	10090.ENSMUSP00000028858	0	0	0	0	0.664	0.291	0	0.625	0.903
Anapc10	Cdkn1a	2101817	2095964	10090.ENSMUSP00000048244	10090.ENSMUSP00000023829	0	0	0	0	0	0	0.9	0.069	0.903
Adcy5	Ghrhr	2112021	2105018	10090.ENSMUSP00000110563	10090.ENSMUSP00000068120	0	0	0	0	0	0	0.9	0.056	0.901
Shc1	Akt1	2108594	2093284	10090.ENSMUSP00000091940	10090.ENSMUSP00000001780	0	0	0	0	0.102	0.062	0.528	0.781	0.901
Ccnb1	Cdkn1a	2105622	2095964	10090.ENSMUSP00000071989	10090.ENSMUSP00000023829	0	0	0	0	0	0.509	0.528	0.605	0.9
Cebpb	Anapc1	2105262	2094204	10090.ENSMUSP00000069850	10090.ENSMUSP00000014499	0	0	0	0	0	0	0.9	0	0.9
Cebpb	Cdc16	2105262	2101759	10090.ENSMUSP00000069850	10090.ENSMUSP00000047950	0	0	0	0	0	0	0.9	0	0.9
Kl	Sos1	2106690	2104984	10090.ENSMUSP00000077899	10090.ENSMUSP00000067786	0	0	0	0	0	0	0.9	0	0.9
Cdkn1a	Anapc1	2095964	2094204	10090.ENSMUSP00000023829	10090.ENSMUSP00000014499	0	0	0	0	0	0	0.9	0.045	0.9
Crebbp	Akt1	2095752	2093284	10090.ENSMUSP00000023165	10090.ENSMUSP00000001780	0	0	0	0	0.067	0.111	0.528	0.776	0.9
Ube2c	Cebpb	2107801	2105262	10090.ENSMUSP00000085581	10090.ENSMUSP00000069850	0	0	0	0	0	0	0.9	0	0.9
Kl	Grb2	2106690	2095072	10090.ENSMUSP00000077899	10090.ENSMUSP00000021090	0	0	0	0	0	0	0.9	0.046	0.9
Kl	Cbl	2106690	2100642	10090.ENSMUSP00000077899	10090.ENSMUSP00000041902	0	0	0	0	0	0	0.9	0	0.9
Cebpb	Anapc10	2105262	2101817	10090.ENSMUSP00000069850	10090.ENSMUSP00000048244	0	0	0	0	0	0	0.9	0	0.9
Ttk	Ccna2	2104584	2097462	10090.ENSMUSP00000064839	10090.ENSMUSP00000029270	0	0	0	0	0.852	0.213	0	0.201	0.899
Trp53	Tsc2	2111141	2109084	10090.ENSMUSP00000104298	10090.ENSMUSP00000094986	0	0	0	0	0	0.535	0.528	0.579	0.899
Ube2c	Ccnb2	2107801	2099229	10090.ENSMUSP00000085581	10090.ENSMUSP00000034742	0	0	0	0	0.843	0	0	0.372	0.897
Rictor	Rheb	2102432	2097962	10090.ENSMUSP00000051809	10090.ENSMUSP00000030787	0	0	0	0	0.067	0.046	0	0.894	0.897
Acaca	Igf1r	2094986	2093723	10090.ENSMUSP00000020843	10090.ENSMUSP00000005671	0	0	0	0	0.086	0.761	0	0.569	0.897
Shc1	Igf1	2108594	2103282	10090.ENSMUSP00000091940	10090.ENSMUSP00000056668	0	0	0	0	0	0	0.528	0.789	0.897
Chek2	Plk1	2104828	2098695	10090.ENSMUSP00000066679	10090.ENSMUSP00000033154	0	0	0	0.674	0.292	0.697	0.384	0.853	0.896
Mtor	Acaca	2110226	2094986	10090.ENSMUSP00000099510	10090.ENSMUSP00000020843	0	0	0	0	0.109	0.716	0	0.62	0.895
Bub1b	Cdk2	2099749	2096601	10090.ENSMUSP00000037126	10090.ENSMUSP00000026416	0	0	0	0	0.23	0.681	0.384	0.384	0.894
Cdca8	Ccna2	2107296	2097462	10090.ENSMUSP00000081319	10090.ENSMUSP00000029270	0	0	0	0	0.863	0	0	0.246	0.892
Irs1	Rptor	2104432	2096691	10090.ENSMUSP00000063795	10090.ENSMUSP00000026671	0	0	0	0	0	0.103	0.44	0.793	0.887
Cenpe	Aurka	2103478	2097382	10090.ENSMUSP00000057938	10090.ENSMUSP00000028997	0	0	0	0	0.556	0.115	0.147	0.699	0.886
Bcl2	Mtor	2111690	2110226	10090.ENSMUSP00000108371	10090.ENSMUSP00000099510	0	0	0	0	0.042	0.071	0.528	0.758	0.885
Prdx1	Txndc2	2110830	2102978	10090.ENSMUSP00000102078	10090.ENSMUSP00000054909	0.318	0	0	0	0.258	0.519	0	0.584	0.885
Ttk	Cenpe	2104584	2103478	10090.ENSMUSP00000064839	10090.ENSMUSP00000057938	0	0	0	0	0.795	0.078	0	0.438	0.885
Tsc2	Pten	2109084	2094170	10090.ENSMUSP00000094986	10090.ENSMUSP00000013807	0	0	0	0	0.054	0.078	0	0.878	0.884
Lmna	Akt1	2097617	2093284	10090.ENSMUSP00000029699	10090.ENSMUSP00000001780	0	0	0	0	0.115	0.542	0	0.736	0.884
Trp53	H2afx	2111141	2102373	10090.ENSMUSP00000104298	10090.ENSMUSP00000051432	0	0	0	0	0.048	0.111	0	0.87	0.881
Ccnb2	Anapc1	2099229	2094204	10090.ENSMUSP00000034742	10090.ENSMUSP00000014499	0	0	0	0	0.076	0	0.8	0.411	0.881
Tsc2	Eif4ebp1	2109084	2098910	10090.ENSMUSP00000094986	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.879	0.879
Cdca8	Ttk	2107296	2104584	10090.ENSMUSP00000081319	10090.ENSMUSP00000064839	0	0	0	0	0.8	0.101	0	0.37	0.877
Acacb	Igf1r	2098236	2093723	10090.ENSMUSP00000031583	10090.ENSMUSP00000005671	0	0	0	0	0.086	0.761	0	0.482	0.876
Adcy5	Akt1	2112021	2093284	10090.ENSMUSP00000110563	10090.ENSMUSP00000001780	0	0	0	0	0.054	0.168	0.816	0.248	0.876
Ccnb1	Chek1	2105622	2099199	10090.ENSMUSP00000071989	10090.ENSMUSP00000034625	0	0	0	0	0.704	0.062	0	0.584	0.874
Cdk2	Crebbp	2096601	2095752	10090.ENSMUSP00000026416	10090.ENSMUSP00000023165	0	0	0	0	0.067	0.554	0.146	0.685	0.873
Chek2	Rad17	2104828	2095404	10090.ENSMUSP00000066679	10090.ENSMUSP00000022136	0	0	0	0	0.068	0.315	0	0.818	0.873
Plk1	Cdk2	2098695	2096601	10090.ENSMUSP00000033154	10090.ENSMUSP00000026416	0	0	0	0.654	0.617	0.552	0	0.786	0.869
Pten	Igf1r	2094170	2093723	10090.ENSMUSP00000013807	10090.ENSMUSP00000005671	0	0	0	0	0.053	0.299	0.064	0.814	0.869
Insr	Pten	2108203	2094170	10090.ENSMUSP00000088837	10090.ENSMUSP00000013807	0	0	0	0	0.053	0.299	0.064	0.813	0.868
Insr	Kl	2108203	2106690	10090.ENSMUSP00000088837	10090.ENSMUSP00000077899	0	0	0	0	0	0.11	0.817	0.245	0.867
Bcl2	Cdkn1a	2111690	2095964	10090.ENSMUSP00000108371	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.866	0.867
Kl	Igf1r	2106690	2093723	10090.ENSMUSP00000077899	10090.ENSMUSP00000005671	0	0	0	0	0	0.11	0.817	0.236	0.865
Tsc2	Rptor	2109084	2096691	10090.ENSMUSP00000094986	10090.ENSMUSP00000026671	0	0	0	0	0.067	0	0	0.861	0.865
Rps6	Akt1	2110399	2093284	10090.ENSMUSP00000099878	10090.ENSMUSP00000001780	0	0	0	0	0	0.492	0.27	0.664	0.864
Bcl2	Pten	2111690	2094170	10090.ENSMUSP00000108371	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.864	0.864
Trp53	Plk1	2111141	2098695	10090.ENSMUSP00000104298	10090.ENSMUSP00000033154	0	0	0	0	0.053	0.111	0.384	0.759	0.859
Trp53	Ccnb1	2111141	2105622	10090.ENSMUSP00000104298	10090.ENSMUSP00000071989	0	0	0	0	0.075	0.064	0.528	0.691	0.857
Rictor	Pten	2102432	2094170	10090.ENSMUSP00000051809	10090.ENSMUSP00000013807	0	0	0	0	0.113	0	0	0.842	0.855
Cdk2	Aurkb	2096601	2095125	10090.ENSMUSP00000026416	10090.ENSMUSP00000021277	0	0	0.422	0.705	0.709	0.319	0	0.709	0.855
Ube2c	Birc5	2107801	2106931	10090.ENSMUSP00000085581	10090.ENSMUSP00000079124	0	0	0	0	0.824	0	0	0.209	0.855
Shc1	Pten	2108594	2094170	10090.ENSMUSP00000091940	10090.ENSMUSP00000013807	0	0	0	0	0	0	0.528	0.706	0.855
Igf1r	Fgf23	2093723	2093067	10090.ENSMUSP00000005671	10090.ENSMUSP00000000186	0	0	0	0	0	0.168	0.804	0.178	0.854
Rps6kb1	Igf1	2112781	2103282	10090.ENSMUSP00000119715	10090.ENSMUSP00000056668	0	0	0	0	0	0	0.528	0.701	0.853
Insr	Fgf23	2108203	2093067	10090.ENSMUSP00000088837	10090.ENSMUSP00000000186	0	0	0	0	0	0.168	0.804	0.163	0.851
Birc5	Akt1	2106931	2093284	10090.ENSMUSP00000079124	10090.ENSMUSP00000001780	0	0	0	0	0.045	0.099	0	0.84	0.851
Ttk	Ccnb2	2104584	2099229	10090.ENSMUSP00000064839	10090.ENSMUSP00000034742	0	0	0	0	0.672	0.424	0	0.27	0.85
Bcl2	Igf1	2111690	2103282	10090.ENSMUSP00000108371	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.848	0.849
Aurka	Cdk2	2097382	2096601	10090.ENSMUSP00000028997	10090.ENSMUSP00000026416	0	0	0.414	0.717	0.701	0.319	0	0.721	0.849
Trp53	Igf1	2111141	2103282	10090.ENSMUSP00000104298	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.845	0.846
Mtor	Insr	2110226	2108203	10090.ENSMUSP00000099510	10090.ENSMUSP00000088837	0	0	0	0	0.058	0.114	0.07	0.824	0.845
Ghr	Igf1	2105199	2103282	10090.ENSMUSP00000069457	10090.ENSMUSP00000056668	0	0	0	0	0.078	0	0	0.838	0.845
Chek1	Ccna2	2099199	2097462	10090.ENSMUSP00000034625	10090.ENSMUSP00000029270	0	0	0	0	0.717	0.062	0	0.459	0.844
Ube2c	Cdca8	2107801	2107296	10090.ENSMUSP00000085581	10090.ENSMUSP00000081319	0	0	0	0	0.809	0	0	0.215	0.844
Cdkn1a	Mdm2	2095964	2094859	10090.ENSMUSP00000023829	10090.ENSMUSP00000020408	0	0	0	0	0.092	0.231	0	0.794	0.843
Rictor	Eif4ebp1	2102432	2098910	10090.ENSMUSP00000051809	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.841	0.841
Cdc27	Ttk	2108514	2104584	10090.ENSMUSP00000091452	10090.ENSMUSP00000064839	0	0	0	0	0.329	0.738	0	0.154	0.838
Ttk	Cdk2	2104584	2096601	10090.ENSMUSP00000064839	10090.ENSMUSP00000026416	0	0	0	0.655	0.27	0.749	0	0.468	0.838
Rptor	Pparg	2096691	2093113	10090.ENSMUSP00000026671	10090.ENSMUSP00000000450	0	0	0	0	0	0	0.8	0.226	0.838
Rps6kb1	Mapkap1	2112781	2111755	10090.ENSMUSP00000119715	10090.ENSMUSP00000108751	0	0	0	0	0.074	0.306	0.27	0.692	0.836
Chek1	Mdm2	2099199	2094859	10090.ENSMUSP00000034625	10090.ENSMUSP00000020408	0	0	0	0	0	0	0.528	0.668	0.836
Kl	Irs1	2106690	2104432	10090.ENSMUSP00000077899	10090.ENSMUSP00000063795	0	0	0	0	0	0	0.8	0.206	0.834
Birc5	Egfr	2106931	2094834	10090.ENSMUSP00000079124	10090.ENSMUSP00000020329	0	0	0	0	0	0.067	0	0.829	0.834
Egfr	Fgf23	2094834	2093067	10090.ENSMUSP00000020329	10090.ENSMUSP00000000186	0	0	0	0	0	0	0.8	0.2	0.833
Kif2c	Cenpe	2104499	2103478	10090.ENSMUSP00000064261	10090.ENSMUSP00000057938	0	0	0	0.657	0.534	0	0.54	0.726	0.831
Cenpa	Ccna2	2112931	2097462	10090.ENSMUSP00000122831	10090.ENSMUSP00000029270	0	0	0	0	0.66	0.115	0	0.48	0.83
Pck1	Akt1	2097389	2093284	10090.ENSMUSP00000029017	10090.ENSMUSP00000001780	0	0	0	0	0	0	0.361	0.743	0.829
H2afx	Chek1	2102373	2099199	10090.ENSMUSP00000051432	10090.ENSMUSP00000034625	0	0	0	0	0.124	0.111	0	0.797	0.828
Kl	Irs2	2106690	2100009	10090.ENSMUSP00000077899	10090.ENSMUSP00000038514	0	0	0	0	0	0	0.8	0.156	0.823
Trp53	Igf1r	2111141	2093723	10090.ENSMUSP00000104298	10090.ENSMUSP00000005671	0	0	0	0	0	0.105	0.161	0.783	0.823
Lcp2	Cbl	2113352	2100642	10090.ENSMUSP00000126796	10090.ENSMUSP00000041902	0	0	0	0	0.052	0.11	0.528	0.608	0.823
Rps6kb1	Pten	2112781	2094170	10090.ENSMUSP00000119715	10090.ENSMUSP00000013807	0	0	0	0	0.197	0.206	0	0.745	0.823
Mtor	Igf1r	2110226	2093723	10090.ENSMUSP00000099510	10090.ENSMUSP00000005671	0	0	0	0	0.058	0.114	0.07	0.799	0.823
Insr	Akt1	2108203	2093284	10090.ENSMUSP00000088837	10090.ENSMUSP00000001780	0	0	0	0.621	0.053	0.568	0.365	0.954	0.82
Mad2l1	Cdk2	2110075	2096601	10090.ENSMUSP00000098897	10090.ENSMUSP00000026416	0	0	0	0	0.524	0.157	0	0.584	0.818
Prdx1	Gpx4	2110830	2109063	10090.ENSMUSP00000102078	10090.ENSMUSP00000094863	0	0	0	0	0.095	0.416	0	0.68	0.816
Chek1	Bub1	2099199	2097328	10090.ENSMUSP00000034625	10090.ENSMUSP00000028858	0	0	0	0	0.662	0.062	0	0.459	0.814
Bcl2	Birc5	2111690	2106931	10090.ENSMUSP00000108371	10090.ENSMUSP00000079124	0	0	0	0	0	0.105	0	0.797	0.81
Ube2c	Bub1	2107801	2097328	10090.ENSMUSP00000085581	10090.ENSMUSP00000028858	0	0	0	0	0.726	0	0	0.323	0.807
Ccna2	Ndc80	2097462	2096108	10090.ENSMUSP00000029270	10090.ENSMUSP00000024851	0	0	0	0	0.758	0.108	0	0.178	0.807
Insr	Igf1r	2108203	2093723	10090.ENSMUSP00000088837	10090.ENSMUSP00000005671	0	0	0	0.963	0	0	0.8	0.85	0.806
H2afx	Cdk1	2102373	2094764	10090.ENSMUSP00000051432	10090.ENSMUSP00000020099	0	0	0	0	0.423	0.17	0	0.625	0.805
Plk1	Crebbp	2098695	2095752	10090.ENSMUSP00000033154	10090.ENSMUSP00000023165	0	0	0	0	0.085	0.111	0.72	0.24	0.803
