Time	TH	ErrTH	H	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[p21]	ErrProb[p21]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin]	ErrProb[Insulin]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	
118.5000	0.0010	0.0010	0.7134	0	0	0.006000	0.002443	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	
118.6000	0.0010	0.0010	0.7152	0	0	0.005074	0.002233	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0.001926	0.001363	0	0	
118.7000	0.0010	0.0010	0.7183	0	0	0.005641	0.002321	0	0	0	0	0	0	0.152375	0.011360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.000983	0.000720	0.002000	0.001414	0	0	
118.8000	0.0010	0.0009	0.7208	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.000804	0.000804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196	0.000196	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0.002000	0.001414	0	0	
118.9000	0.0014	0.0011	0.7237	0	0	0.005104	0.002234	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000896	0.000896	0.001000	0.001000	0.002000	0.001414	0	0	
119.0000	0.0015	0.0015	0.7240	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.002000	0.001414	0	0	
119.1000	0.0016	0.0016	0.7229	0	0	0.005646	0.002322	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.001354	0.001061	0	0	
119.2000	0.0016	0.0016	0.7221	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0	0	
119.3000	0.0016	0.0016	0.7221	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0	0	
119.4000	0.0016	0.0016	0.7221	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837000	0.011686	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0	0	
119.5000	0.0016	0.0016	0.7214	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.000934	0.000934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837066	0.011682	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0	0	
119.6000	0.0016	0.0016	0.7107	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152038	0.011358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000962	0.000962	0.001000	0.001000	0.001000	0.001000	0	0	
119.7000	0.0010	0.0010	0.7022	0	0	0.006000	0.002443	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	
119.8000	0.0011	0.0010	0.7022	0	0	0.006000	0.002443	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	
119.9000	0.0012	0.0010	0.7053	0	0	0.005310	0.002252	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000690	0.000690	0.001000	0.001000	0.001000	0.001000	0	0	
120.0000	0.0010	0.0010	0.7118	0	0	0.004742	0.002129	0	0	0	0	0	0	0.152470	0.011362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000530	0.000530	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001258	0.001033	0.001000	0.001000	0.001000	0.001000	0	0	
120.1000	0.0021	0.0015	0.7176	0	0	0.003715	0.001871	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.000346	0.000346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000654	0.000654	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.002285	0.001442	0.001000	0.001000	0.001000	0.001000	0	0	
120.2000	0.0016	0.0016	0.7156	0	0	0.003589	0.001827	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.003000	0.001730	0.001000	0.001000	0.000411	0.000411	0	0	
120.3000	0.0010	0.0010	0.7129	0	0	0.004965	0.002216	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.002035	0.001414	0.001000	0.001000	0	0	0	0	
120.4000	0.0017	0.0012	0.7148	0	0	0.004622	0.002090	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0.001000	0.001000	0.000378	0.000378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.002000	0.001414	0.001000	0.001000	0	0	0	0	
120.5000	0.0010	0.0010	0.7099	0	0	0.004000	0.001997	0	0	0	0	0	0	0.152984	0.011388	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001016	0.001000	0.001000	0.001000	0	0	0	0	
120.6000	0.0010	0.0010	0.7080	0	0	0.004645	0.002097	0	0	0	0	0	0	0.153000	0.011390	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.001000	0.001000	0.000355	0.000355	0	0	0	0	
120.7000	0.0008	0.0008	0.7043	0	0	0.005000	0.002232	0	0	0	0	0	0	0.153245	0.011389	0	0	0	0	0.001000	0.001000	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000755	0.000755	0	0	0	0	0	0	
120.8000	0.0000	0.0000	0.6957	0	0	0.005000	0.002232	0	0	0	0	0	0	0.154000	0.011420	0	0	0	0	0.000829	0.000829	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838171	0.011646	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120.9000	0.0000	0.0000	0.6872	0	0	0.005000	0.002232	0	0	0	0	0	0	0.154000	0.011420	0	0	0	0	0	0	0.000328	0.000328	0	0	0	0	0.000672	0.000672	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.0000	0.0010	0.0010	0.6863	0	0	0.005000	0.002232	0	0	0	0	0	0	0.154000	0.011420	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.1000	0.0010	0.0010	0.6863	0	0	0.005000	0.002232	0	0	0	0	0	0	0.154000	0.011420	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.2000	0.0010	0.0008	0.6809	0	0	0.005000	0.002232	0	0	0	0	0	0	0.153827	0.011408	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000173	0.000173	0	0	0.839705	0.011599	0	0	0	0	0	0	0	0	0	0	0.000295	0.000295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.3000	0.0010	0.0010	0.6873	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152958	0.011386	0	0	0	0	0	0	0	0	0	0	0	0	0.001306	0.001046	0	0	0	0	0	0	0.001000	0.001000	0	0	0.839694	0.011599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000042	0.000042	0	0	0	0	
121.4000	0.0005	0.0005	0.7027	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0.000519	0.000519	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.000481	0.000481	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	
121.5000	0.0000	0.0000	0.7063	0	0	0.005232	0.002243	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002616	0.001541	0	0	0	0	0	0	0	0	0	0	0.838384	0.011636	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.000768	0.000768	0	0	0	0	
121.6000	0.0000	0.0000	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.7000	0.0000	0.0000	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.8000	0.0000	0.0000	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.9000	0.0000	0.0000	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.0000	0.0000	0.0000	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.1000	0.0004	0.0004	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.2000	0.0010	0.0010	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.3000	0.0010	0.0010	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.4000	0.0010	0.0010	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.5000	0.0010	0.0010	0.7034	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838283	0.011640	0	0	0	0	0	0	0	0	0	0	0.000717	0.000717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.6000	0.0010	0.0010	0.6950	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.7000	0.0010	0.0010	0.6950	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.8000	0.0010	0.0010	0.6972	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002396	0.001467	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000604	0.000604	0	0	
122.9000	0.0017	0.0012	0.6978	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.0000	0.0020	0.0014	0.7024	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002537	0.001511	0	0	0	0	0	0	0	0	0	0	0.838463	0.011633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.1000	0.0020	0.0014	0.7062	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.2000	0.0015	0.0011	0.7074	0	0	0.005464	0.002278	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001536	0.001134	0	0	
123.3000	0.0010	0.0010	0.7081	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	
123.4000	0.0010	0.0010	0.7101	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.000927	0.000927	0	0	0	0	0	0	0	0	0	0	0.001073	0.001003	0	0	
123.5000	0.0010	0.0010	0.7101	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0.838000	0.011657	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.6000	0.0008	0.0008	0.7081	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002753	0.001601	0	0	0	0	0	0	0	0	0	0	0.838247	0.011642	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.7000	0.0000	0.0000	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.8000	0.0004	0.0004	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
123.9000	0.0010	0.0010	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
124.0000	0.0010	0.0010	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
124.1000	0.0010	0.0010	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
124.2000	0.0010	0.0010	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
124.3000	0.0010	0.0010	0.7017	0	0	0.005000	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	
124.4000	0.0010	0.0010	0.7014	0	0	0.005063	0.002232	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839009	0.011623	0	0	0	0	0	0	0	0	0	0	0.000991	0.000936	0	0	0	0	0	0	0	0	0	0	0.000937	0.000937	0	0	
124.5000	0.0014	0.0011	0.6978	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.6000	0.0020	0.0014	0.6978	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0.839000	0.011628	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.7000	0.0021	0.0014	0.6942	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.001601	0.001166	0	0	0	0	0	0	0	0	0	0	0.839399	0.011606	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.8000	0.0025	0.0015	0.6886	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.840000	0.011599	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.9000	0.0030	0.0017	0.6886	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0.840000	0.011599	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125.0000	0.0029	0.0016	0.6842	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0.000557	0.000557	0	0	0	0	0	0	0	0	0	0	0.840443	0.011575	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125.1000	0.0030	0.0017	0.6775	0	0	0.006000	0.002443	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841000	0.011569	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125.2000	0.0029	0.0017	0.6789	0	0	0.005760	0.002356	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841000	0.011569	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0.000240	0.000240	0	0	0	0	0	0	
